urls,url,Bedrooms,Bathrooms,Super area,Developer,Project,Status,Possession by,Transaction type,Car parking,Price Breakup,Unnamed: 12,Address,RERA ID,Water Availability,Status of Electricity,Lift,Furnishing,Loan Offered by,Amenities,Flooring,Floors allowed for construction,Furnished status,Carpet area,Loading,Floor,Car Parking,Bathroom,Facilities,Puja Room,Balconies,Landmarks,Facing,Overlooking,Age of Construction,Authority Approval,Type of Ownership,Brokerage Response,Units Available,Balcony,Lifts,Servant Room,Store Room,Plot area,Study Room,Unnamed: 46,Unnamed: 47,
,https://www.magicbricks.com/propertyDetails/2-BHK-1139-Sq-ft-Multistorey-Apartment-FOR-Sale-Ajmer-Road-in-Jaipur&id=4d423539393731353933,2,2.0,,Taruchaya Colonizers Private Limited,Taruchaya Residency,,,"New Property
Free Legal Title Check",None,₹ 43.0 Lac,,"West way Highway, Nirman Nagar Extenion, Ajmer Road, Jaipur, Rajasthan",,,,,Unfurnished,,"Meditation Area
Jogging and Strolling Track
Waste Disposal
Rain Water Harvesting
Indoor Games Room
Security
View all Amenities",Vitrified,,Unfurnished,843 sqft,25%,9 (Out of 12 Floors),,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Swimming Pool, Gymnasium, Park, Reserved Parking, Security, Water Storage, Service/Goods Lift, Visitor Parking, Maintenance Staff, Waste Disposal",,3.0,,"West
Talk to our best Vastu Consultants to get instant solution. View Consultants","Main Road, Garden/Park, Pool",Under Construction,,Freehold,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1600-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Krishi-Vihar-in-Jaipur&id=4d423630343632373539,3 See Dimensions,2.0,,,,Ready to Move,,"New Property
Free Legal Title Check",20 Covered,"₹ 49.0 Lac ₹ 500 Monthly
See Other Charges",,"101., Krishi Vihar, Jaipur, Rajasthan",,24 Hours Available,No/Rare Powercut,1,Semi-Furnished,2 more,,"Ceramic Tiles, Vitrified",,Semi-Furnished,1250 sqft,21%,1 (Out of 6 Floors),,,"Lift, Rain Water Harvesting, Reserved Parking, Security, Water Storage, Vaastu Compliant, Visitor Parking, Waste Disposal",1.0,2.0,This property is close to mansarovar metro station & reputed schools.,East,Garden/Park,New Construction,Jaipur Development Authority,Freehold,Brokers please do not contact,25.0,,,,,1200 sqyrd,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-875-Sq-ft-Multistorey-Apartment-FOR-Sale-Vaishali-Nagar-in-Jaipur&id=4d423630363630373733,2 See Dimensions,2.0,,,,Ready to Move,,"New Property
Free Legal Title Check",1 Covered,"₹ 27.0 Lac ₹ 500 Monthly
See Other Charges",,"Vaishali Nagar, Vaishali Nagar, Jaipur, Rajasthan",,24 Hours Available,No/Rare Powercut,1,Semi-Furnished,1 more,,"Ceramic Tiles, Granite",,Semi-Furnished,800 sqft,8%,Ground (Out of 5 Floors),,,"Power Back Up, Lift, Reserved Parking, Water Storage, Private Terrace/Garden, Air Conditioned, Visitor Parking, Intercom Facility, Maintenance Staff, Waste Disposal, RO Water System",,,Meenawala Government School Capital Galleria,West,Main Road,New Construction,Jaipur Development Authority,Freehold,,25.0,1.0,,1.0,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Sale-Ajmer-Road-in-Jaipur&id=4d423630343038363533,2 See Dimensions,2.0,,,,Ready to Move,,"New Property
Free Legal Title Check",1 Covered,"₹ 40.0 Lac
See Other Charges",,"Opposite Heerapura power house ajmer road jaipur, Ajmer Road, Jaipur, Rajasthan",,24 Hours Available,No/Rare Powercut,1,Semi-Furnished,,,Vitrified,,Semi-Furnished,790 sqft,28%,2 (Out of 4 Floors),,,"Power Back Up, Lift, Club House, Gymnasium, Park, Reserved Parking, Security, Water Storage, Vaastu Compliant, Visitor Parking, Maintenance Staff",,2.0,Heerapura power house ajmer road jaipur,North,Main Road,New Construction,Jaipur Development Authority,Freehold,,3.0,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1900-Sq-ft-Multistorey-Apartment-FOR-Sale-Sirsi-Road-in-Jaipur&id=4d423539393231363137,3,3.0,,Apeksh Housing Pvt. Ltd.,Apeksha Atelier,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 65.0 Lac,,"G-6, Kanak Vrindavan Grand Vistas, Sirsi Road, Jaipur, Sirsi Road, Jaipur, Rajasthan",,24 Hours Available,No/Rare Powercut,2,Semi-Furnished,,"Power Back Up
Swimming Pool
Park
Internet/Wi-Fi Connectivity
Gymnasium
Security
View all Amenities",Vitrified,,,1600 sqft,15%,11 (Out of 12 Floors),,,,,2.0,"G-6, Kanak Vrindavan Grand Vistas, Sirsi Road, Jaipur.",,,5 to 10 years,Rajasthan Housing Board,Freehold,Brokers please do not contact,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Sale-Gandhi-Path-in-Jaipur&id=4d423630353232303437,3 See Dimensions,3.0,,,,Ready to Move,,"New Property
Free Legal Title Check",1 Covered,"₹ 38.0 Lac
See Other Charges",,"Near Gandhi Path West Vaishali Nagar Jaipur, Gandhi Path, Jaipur, Rajasthan",,24 Hours Available,No/Rare Powercut,2,Semi-Furnished,2 more,,Vitrified,,Semi-Furnished,1200 sqft,14%,2 (Out of 6 Floors),,,"Lift, Rain Water Harvesting, Club House, Park, Reserved Parking, Security, Vaastu Compliant, Visitor Parking, Waste Disposal, Sea facing",,2.0,Near Vaishali nagar Gandhi path west jaipur,North,"Garden/Park, Main Road",New Construction,Jaipur Development Authority,Freehold,,26.0,,2,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1343-Sq-ft-Multistorey-Apartment-FOR-Sale-Mansarovar-Extension-in-Jaipur&id=4d423538353034353139,3,2.0,,Shree Shyam Builders & Developers,Shree Shyam Residency,Ready to Move,,"New Property
Free Legal Title Check",None,"₹ 40.0 Lac
See Other Charges",,"mangyawas mansarovar extension jaipur 200 fret, Mansarovar Extension, Jaipur, Rajasthan",,,,,Semi-Furnished,,"Jogging and Strolling Track
Visitor Parking
CCTV Camera
Waste Disposal
Rain Water Harvesting
Service/Goods Lift
View all Amenities",,,,1170 sqft,12%,4 (Out of 5 Floors),,,"Power Back Up, Lift, Park, Security, Vaastu Compliant",,2.0,bharat mata circle near Kotecha apartment mangyawas mansarovar extension,"North - West
Talk to our best Vastu Consultants to get instant solution. View Consultants","Garden/Park, Main Road",New Construction,,Freehold,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-1499-Sq-ft-Multistorey-Apartment-FOR-Sale-Jagatpura-in-Jaipur&id=4d423630353636313731,2 See Dimensions,2.0,,Shiv Sital Builders Pvt. Ltd.,Times Residency,,,"New Property
Free Legal Title Check",1 Open,"₹ 67.5 Lac
See Other Charges",,"Jagatpura, Jaipur, Jagatpura, Jaipur, Rajasthan",,24 Hours Available,No/Rare Powercut,3,Unfurnished,,"Multipurpose Hall
Conference Room
Rain Water Harvesting
Service/Goods Lift
Skydeck
Vaastu Compliant
View all Amenities","Ceramic Tiles, Marble, Normal Tiles/Kotah Stone, Vitrified",,Unfurnished,735 sqft,50%,5 (Out of 13 Floors),,,"Power Back Up, Lift, Rain Water Harvesting, Swimming Pool, Park, Vaastu Compliant, Service/Goods Lift, Intercom Facility, DTH Television Facility, Conference Room, Piped Gas, Concierge Services, Skydeck, Theme based Architectures",,2.0,"Near Akshay Patra, Mahal Road, Jagatpura, NH - 8 Jaipur, Jaipur","East
Talk to our best Vastu Consultants to get instant solution. View Consultants","Garden/Park, Main Road",Under Construction,Jaipur Development Authority,Freehold,,5.0,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1549-Sq-ft-Multistorey-Apartment-FOR-Sale-Jagatpura-in-Jaipur&id=4d423537343635393237,3 See Dimensions,3.0,,KGK Realty,Amulya,,,"New Property
Free Legal Title Check",1 Covered,"₹ 65.8 Lac ₹ 1,800 Monthly
See Other Charges",,"near 7 number bus stand /airport, Jagatpura, Jaipur, Rajasthan",20211425,24 Hours Available,No/Rare Powercut,1,Unfurnished,,"Multipurpose Hall
Visitor Parking
Waste Disposal
Rain Water Harvesting
Kids Play Area
Kids Play Pool With Water Slides
View all Amenities",Vitrified,,Unfurnished,1162 sqft,24%,1 (Out of 4 Floors),,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Swimming Pool, Gymnasium, Park, Reserved Parking, Security, Private Terrace/Garden, Vaastu Compliant, Service/Goods Lift, Air Conditioned, Intercom Facility, Maintenance Staff, Waste Disposal, Laundry Service, Internet/Wi-Fi Connectivity, DTH Television Facility, RO Water System, Banquet Hall, Conference Room, Piped Gas, Jogging and Strolling Track, Outdoor Tennis Courts",,2.0,"Malviya Nagar, saint Mary convent School, Jaipur Airport, Mahal road","North - East
Talk to our best Vastu Consultants to get instant solution. View Consultants","Garden/Park, Main Road",Under Construction,Jaipur Development Authority,Freehold,Brokers please do not contact,,,,,1.0,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-911-Sq-ft-Multistorey-Apartment-FOR-Sale-Jagatpura-in-Jaipur&id=4d423538353939313433,3,2.0,,,Ganpati Pratistha,,,"New Property
Free Legal Title Check",None,"₹ 23.0 Lac
See Other Charges",,"Near VIT collage Jagatpura, Jagatpura, Jaipur, Rajasthan",786,,,,Unfurnished,,,,,Unfurnished,646 sqft,29%,3 (Out of 4 Floors),,,"Lift, Club House, Gymnasium, Reserved Parking, Security, Vaastu Compliant, Jogging and Strolling Track",,2.0,Jagatpura near VIT collage,"East
Talk to our best Vastu Consultants to get instant solution. View Consultants",Main Road,Under Construction,,Freehold,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1300-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Mansarovar-in-Jaipur-r1&id=4d423439333631373339,3 See Dimensions,3.0,,Parth Sarthi Buildhome,Parth Sarthi Residency 2,Ready to Move,,"New Property
Free Legal Title Check",1 Covered,₹ 34.5 Lac,,"Mansarovar, Jaipur., Mansarovar, Jaipur, Rajasthan",,24 Hours Available,No/Rare Powercut,1,Unfurnished,,"Bar/Lounge
Helipad
Kids Play Area
Kids Play Pool With Water Slides
Skydeck
Power Back Up
View all Amenities",Vitrified,,,1000 sqft,23%,1 (Out of 4 Floors),,,"Power Back Up, Lift, Rain Water Harvesting, Park, Reserved Parking, Security, Water Storage, Vaastu Compliant, Visitor Parking, Intercom Facility, Waste Disposal, Banquet Hall, Bar/Lounge, Cafeteria/Food Court, Conference Room",1.0,3.0,"krishnapuri, mansarovar jaipur","East
Talk to our best Vastu Consultants to get instant solution. View Consultants",Main Road,New Construction,Jaipur Development Authority,Freehold,,2.0,,,,,550 sqyrd,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1600-Sq-ft-Multistorey-Apartment-FOR-Sale-Kanakpura-Railway-Bridge-in-Jaipur&id=4d423539313333343539,3,3.0,,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 43.0 Lac,,"Kanakpura Railway Bridge, Jaipur, Rajasthan",,,,,Unfurnished,,,,,Unfurnished,1600 sqft,,2 (Out of 4 Floors),,,"Park, Jogging and Strolling Track",,2.0,kanakpura fatak,North - East,"Garden/Park, Main Road",5 to 10 years,,Freehold,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-2680-Sq-ft-Multistorey-Apartment-FOR-Sale-Prithviraj-Road-in-Jaipur&id=4d423538303634343231,3,3.0,,,,Ready to Move,,"New Property
Free Legal Title Check",None,₹ 3.50 Cr,,"5th Avenue, PrithaviRaj Road c-scheme, Jaipur, Prithviraj Road, Jaipur, Rajasthan",,,,,Semi-Furnished,,,"Marble, Normal Tiles/Kotah Stone",,Semi-Furnished,1900 sqft,29%,2 (Out of 9 Floors),,,"Power Back Up, Club House, Swimming Pool, Gymnasium, Park, Reserved Parking, Security, Water Storage, Service/Goods Lift, Visitor Parking, Maintenance Staff, Laundry Service, Banquet Hall, Bar/Lounge",,3.0,,,"Main Road, Pool, Garden/Park",New Construction,,Freehold,,,,,1.0,1.0,,1.0,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Sale-Jagatpura-in-Jaipur&id=4d423630333135383535,3,3.0,1400 sqft,,,,,"New Property
Free Legal Title Check",None,₹ 45.0 Lac,,"Near R Tech Mall in, Jagatpura, Jaipur, Rajasthan",,,,,Unfurnished,,,,,Unfurnished,,,1 (Out of 6 Floors),,,"Power Back Up, Lift, Gymnasium, Park, Security, Water Storage, Vaastu Compliant, Visitor Parking, Intercom Facility, Internet/Wi-Fi Connectivity, RO Water System",,2.0,,East,"Garden/Park, Main Road",New Construction,,Freehold,,,,,,1.0,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-750-Sq-ft-Penthouse-FOR-Sale-Kalwar-Road-in-Jaipur&id=4d423539383039323637,2,2.0,,Manglam Group,Manglam City,Ready to Move,,"Resale
Free Legal Title Check",None,"₹ 11.0 Lac
See Other Charges",,"kalwar road, Kalwar Road, Jaipur, Rajasthan",,,,,Semi-Furnished,,Reserved Parking,,,,650 sqft,13%,1 (Out of 1 Floors),,,Lift,,,hotel krishanm palace,"East
Talk to our best Vastu Consultants to get instant solution. View Consultants",Main Road,Less than 5 years,,Freehold,,,1.0,,,1.0,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Sale-Shri-Niwas-Nagar-in-Jaipur&id=4d423630363336303835,3,3.0,,,,Ready to Move,,"Resale
Free Legal Title Check",1 Covered,₹ 35.0 Lac,,"Shri Niwas Nagar, Jaipur, Rajasthan",,24 Hours Available,No/Rare Powercut,,,,,"Vitrified, Granite",,,964 sqft,19%,1 (Out of 3 Floors),,,,,,,North,Main Road,5 to 10 years,Rajasthan Housing Board,Freehold,,,1.0,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1550-Sq-ft-Multistorey-Apartment-FOR-Sale-Bapu-Nagar-in-Jaipur&id=4d423630353338363337,3,3.0,,,ARG Maharani Apartment,Ready to Move,,"Resale
Free Legal Title Check",1 Open,"₹ 1.30 Cr ₹ 30,000 Yearly",,"ARG Maharani Apartment by ARG Developers, B-205 Rajendra Marg, Bapu Nagar, Jaipur, Bapu Nagar, Jaipur, Rajasthan",,24 Hours Available,No/Rare Powercut,7,Unfurnished,,,Marble,,,1550 sqft,,1 (Out of 7 Floors),,,"Power Back Up, Lift, Security, Water Storage, Air Conditioned, Visitor Parking, Intercom Facility, Maintenance Staff, Laundry Service, Internet/Wi-Fi Connectivity, RO Water System, Conference Room",,2.0,,"West
Talk to our best Vastu Consultants to get instant solution. View Consultants","Garden/Park, Main Road",10 to 15 years,Jaipur Development Authority,Freehold,,1.0,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Sale-Dadu-Dayal-Nagar-in-Jaipur&id=4d423539333737313331,3,2.0,,,,Ready to Move,,"Resale
Free Legal Title Check",1 Open,₹ 37.0 Lac,,"B-75., Dadu Dayal Nagar, Jaipur, Rajasthan",,24 Hours Available,No/Rare Powercut,,Semi-Furnished,,,Ceramic Tiles,,Semi-Furnished,1250 sqft,16%,Ground (Out of 3 Floors),,,Reserved Parking,,2.0,,East,,Less than 5 years,,Freehold,,1.0,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-1300-Sq-ft-Multistorey-Apartment-FOR-Sale-Ajmer-Road-in-Jaipur&id=4d423537363936333331,2,2.0,,,,Ready to Move,,"Resale
Free Legal Title Check",1 Covered,₹ 45.0 Lac,,"P. No 12 -29 satendar colony opposite esi hospital near civil lines metro station 80 feet hatwara road ajmer road jaipur, Ajmer Road, Jaipur, Rajasthan",,24 Hours Available,No/Rare Powercut,None,Semi-Furnished,,,Vitrified,,Semi-Furnished,1000 sqft,23%,1 (Out of 4 Floors),,,"Rain Water Harvesting, Reserved Parking, Security, Water Storage, Waste Disposal, Internet/Wi-Fi Connectivity, DTH Television Facility",,2.0,"Opp. Esi hospital, very warm people around , safe enviorment",East,Main Road,Less than 5 years,Jaipur Development Authority,Freehold,,3.0,,None,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Multistorey-Apartment-FOR-Sale-Niwaru-Road-in-Jaipur&id=4d423630373136363733,2,2.0,,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 27.3 Lac,,"Ganesh Nagar Main, Niwaru Road, Jaipur, Rajasthan",,24 Hours Available,No/Rare Powercut,,Semi-Furnished,,,Marble,,Semi-Furnished,810 sqft,10%,1 (Out of 2 Floors),,,"Park, Vaastu Compliant, Air Conditioned, Waste Disposal, Laundry Service, DTH Television Facility, RO Water System",,2.0,Near Vaidh Ji Ka Chauraha,West,Main Road,5 to 10 years,Jaipur Development Authority,Freehold,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-677-Sq-ft-Multistorey-Apartment-FOR-Sale-Jhotwara-in-Jaipur&id=4d423630303036333733,2,2.0,,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 26.5 Lac,,"Jhotwara, Jaipur, Rajasthan",,,,,Unfurnished,,,,,Unfurnished,677 sqft,,1 (Out of 2 Floors),,,,,,,,,Less than 5 years,,,,,1.0,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-827-Sq-ft-Multistorey-Apartment-FOR-Sale-Gandhi-Path-in-Jaipur&id=4d423539373337363531,3,2.0,,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 40.0 Lac,,"Gandhi Path, Jaipur, Rajasthan",,,,,Semi-Furnished,,,,,Semi-Furnished,827 sqft,,3 (Out of 4 Floors),,,"Lift, Reserved Parking",,2.0,Rangoli Gardens,East,Main Road,Less than 5 years,,Freehold,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Sale-Mansarovar-in-Jaipur&id=4d423630313139323631,2,2.0,,,,Ready to Move,,"Resale
Free Legal Title Check",1 Covered,₹ 60.0 Lac,,"71/ 256 patel marg mansarovar jaipur near mansarovar plaza, Mansarovar, Jaipur, Rajasthan",,24 Hours Available,No/Rare Powercut,None,Semi-Furnished,,,Marble,,Semi-Furnished,1300 sqft,13%,Ground (Out of 2 Floors),,,"Power Back Up, Reserved Parking",1.0,2.0,,West,Garden/Park,5 to 10 years,Rajasthan Housing Board,Freehold,,1.0,,None,,1.0,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-1360-Sq-ft-Multistorey-Apartment-FOR-Sale-Mansarovar-Extension-in-Jaipur&id=4d423538363732343239,2,2.0,1360 sqft,Harbinger Realty LLP,Harbinger Lounge,Ready to Move,,"Resale
Free Legal Title Check",2 Covered,₹ 60.0 Lac,,"Flat No. 303 and 304, Mansarovar Extension, Jaipur, Rajasthan",,24 Hours Available,No/Rare Powercut,,Semi-Furnished,,"Visitor Parking
Waste Disposal
Rain Water Harvesting
Water Storage
Security
Gymnasium
View all Amenities",Vitrified,,,,,3 (Out of 9 Floors),,,,,,near patrakar colony,"East
Talk to our best Vastu Consultants to get instant solution. View Consultants",,Less than 5 years,,Freehold,Brokers please do not contact,2.0,1.0,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-1325-Sq-ft-Multistorey-Apartment-FOR-Sale-Vatika-Road-in-Jaipur&id=4d423630373132353035,2,2.0,1325 sqft,Ashiana Housing & Manglam BDL,Gulmohar Garden,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 45.0 Lac,,"Vatika Road, Jaipur, Rajasthan",,,,,Semi-Furnished,,"Indoor Squash & Badminton Courts
Reserved Parking
Power Back Up
Swimming Pool
Security
Club House",,,,,,2 (Out of 2 Floors),,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Swimming Pool, Gymnasium, Park, Reserved Parking, Security, Vaastu Compliant, Intercom Facility, Maintenance Staff, Waste Disposal, Laundry Service, Internet/Wi-Fi Connectivity, DTH Television Facility, Banquet Hall, Cafeteria/Food Court, Conference Room, Piped Gas, Jogging and Strolling Track, Outdoor Tennis Courts",1.0,2.0,,,Garden/Park,Less than 5 years,,Freehold,,,,,,,,1.0,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Sale-Dholai-in-Jaipur&id=4d423630363637333939,2,2.0,,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 32.0 Lac,,"Dholai, Jaipur, Rajasthan",,,,,Unfurnished,,,,,Unfurnished,1200 sqft,-9%,1 (Out of 3 Floors),,,"Power Back Up, Park, Security, Water Storage, Visitor Parking, Internet/Wi-Fi Connectivity, RO Water System, Jogging and Strolling Track",,2.0,,East,Main Road,5 to 10 years,,Freehold,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1570-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Jagadamba-Colony-in-Jaipur&id=4d423630343237353939,3 See Dimensions,2.0,,,,Ready to Move,,"New Property
Free Legal Title Check","1 Covered, 2 Open","₹ 57.0 Lac ₹ 800 Monthly
See Other Charges",,"Jagdamba Nagar A Block, Ajmer Road Near 200Ft. Buypass, Jagadamba Colony, Jaipur, Rajasthan",,24 Hours Available,No/Rare Powercut,2,Furnished,,,"Ceramic Tiles, Granite, Marble, Marbonite, Normal Tiles/Kotah Stone, Vitrified, Wooden",,Furnished,1348 sqft,14%,5 (Out of 6 Floors),,,"Lift, Rain Water Harvesting, Park, Reserved Parking, Security, Water Storage, Vaastu Compliant, Intercom Facility, Waste Disposal, Conference Room, Wrap Around Balcony, Theme based Architectures, Fingerprint Access",,2.0,Jagdamba Nagar A Block Near 200Ft. Buypass,East,"Garden/Park, Main Road",New Construction,Jaipur Development Authority,Freehold,,5.0,,2,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Sale-Narayan-Vihar-in-Jaipur-r1&id=4d423435373333393439,3,2.0,1500 sqft,,,Ready to Move,,"New Property
Free Legal Title Check",None,₹ 40.0 Lac,,"A-172 narayan sagar(narayan vihar) opposite sanskriti appartment., Narayan Vihar, Jaipur, Rajasthan",,,,,Semi-Furnished,,,"Vitrified, Ceramic Tiles, Granite",,Semi-Furnished,,,3 (Out of 3 Floors),,,"Power Back Up, Reserved Parking, Water Storage, Vaastu Compliant, Visitor Parking, RO Water System",1.0,2.0,Near mansarover metro station narayan vihar.,West,"Garden/Park, Main Road",New Construction,,Freehold,,,,,,1.0,,1.0,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-800-Sq-ft-Multistorey-Apartment-FOR-Sale-Sanganer-in-Jaipur&id=4d423535363136383239,2,2.0,800 sqft,,,Ready to Move,,"Resale
Free Legal Title Check",1 Open,₹ 32.0 Lac,,"G-2., Sanganer, Jaipur, Rajasthan",,24 Hours Available,No/Rare Powercut,,Furnished,,,Vitrified,,Furnished,,,Ground (Out of 3 Floors),,,,,,"closed to Coaching Hub on haldi ghati road , Mashala Chowk ,",South,,5 to 10 years,Jaipur Development Authority,Leasehold,Brokers please do not contact,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-1155-Sq-ft-Multistorey-Apartment-FOR-Sale-Jhotwara-in-Jaipur&id=4d423530313133313438,2,2.0,,,,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 45.0 Lac,,"khatipura road Jhotwara Jaipur, Jhotwara, Jaipur, Rajasthan",,,,,Furnished,,,,,Furnished,850 sqft,26%,3 (Out of 3 Floors),,,"Reserved Parking, Security, Water Storage, Vaastu Compliant, Visitor Parking, Waste Disposal, Laundry Service, Internet/Wi-Fi Connectivity, DTH Television Facility, RO Water System",1.0,,,West,Main Road,Less than 5 years,,Freehold,,,1.0,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1250-Sq-ft-Multistorey-Apartment-FOR-Sale-Lalarpura-in-Jaipur&id=4d423630323734313637,3,2.0,,Parth Sarthi Group,Parth Sarthi Sadhna Residency,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 50.0 Lac,,"Parth Sarthi Residency, near Mansarovar Metro Station, Lalarpura, Jaipur, Rajasthan",,,,,Unfurnished,,"Power Back Up
CCTV Camera
Lift
Vaastu Compliant",,,,975 sqft,22%,2 (Out of 4 Floors),,,"Power Back Up, Lift, Reserved Parking, Security, Private Terrace/Garden, Vaastu Compliant, Service/Goods Lift, Maintenance Staff",,,very near to Mansarover metro station about 300meter,"East
Talk to our best Vastu Consultants to get instant solution. View Consultants",Main Road,Less than 5 years,,Freehold,,,1.0,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-1297-Sq-ft-Multistorey-Apartment-FOR-Sale-Gopal-Pura-By-Pass-in-Jaipur&id=4d423538303436303735,2,2.0,1297 sqft,Pearl Spytech,Pearl Green Acres,Ready to Move,,"Resale
Free Legal Title Check",None,₹ 72.0 Lac,,"Gopal Pura By Pass, Jaipur, Gopal Pura By Pass, Jaipur, Rajasthan",,,,,Semi-Furnished,,,,,,,,1 (Out of 4 Floors),,,"Power Back Up, Lift, Club House, Swimming Pool, Gymnasium, Park, Reserved Parking, Security, Vaastu Compliant, Intercom Facility, Maintenance Staff, Laundry Service, Internet/Wi-Fi Connectivity, DTH Television Facility, Jogging and Strolling Track",,2.0,Riddhi Siddhi Circle,"East
Talk to our best Vastu Consultants to get instant solution. View Consultants",,10 to 15 years,,Freehold,,,,,,,,,,,
,https://www.magicbricks.com/propertyDetails/2-BHK-1175-Sq-ft-Multistorey-Apartment-FOR-Sale-SEZ-in-Jaipur-r1&id=4d423531323931313832,2 See Dimensions,2.0,,Ashiana Housing Ltd.,Ashiana Umang,Ready to Move,,"Resale
Free Legal Title Check",1 Covered,"₹ 40.0 Lac ₹ 3,000 Monthly",,"Ajmer Road, Jaipur, SEZ, Jaipur, Rajasthan",,24 Hours Available,No/Rare Powercut,2,Unfurnished,,"Visitor Parking
Rain Water Harvesting
Security
Gymnasium
Indoor Games Room
Kids Play Area
View all Amenities",Vitrified,,,942 sqft,19%,5 (Out of 12 Floors),,,"Power Back Up, Lift, Rain Water Harvesting, Club House, Swimming Pool, Gymnasium, Reserved Parking, Security, Vaastu Compliant, Visitor Parking, Intercom Facility, Piped Gas, Outdoor Tennis Courts",,,,"East
Talk to our best Vastu Consultants to get instant solution. View Consultants",,Less than 5 years,Jaipur Development Authority,Freehold,,1.0,1.0,,,,,,,,
,https://www.magicbricks.com/propertyDetails/3-BHK-1498-Sq-ft-Multistorey-Apartment-FOR-Sale-Shri-Gopal-Nagar-in-Jaipur&id=4d423630353833313535,3,3.0,1498 sqft,,,Ready to Move,,"New Property
Free Legal Title Check",None,₹ 75.0 Lac,,"Plot No. 296, Shree Gopal Nagar, Gopalpura Bypass, Jaipur, Shri Gopal Nagar, Jaipur, Rajasthan",,,,,Furnished,,,Ceramic Tiles,,Furnished,,,2 (Out of 3 Floors),,,"Lift, Reserved Parking, Security",,2.0,Near Somani Hospital,North - East,Garden/Park,10 to 15 years,,Freehold,,,,,,,,,,,
